13312,15961,3083,HGFAC,HGF activator,10,serine-type endopeptidase activity|serine-type peptidase activity,liver cancer|hepatocellular carcinoma,ppi
13313,15962,729852,UMAD1,UBAP1-MVB12-associated (UMA) domain containing 1,1,,,ppi
13314,15963,9146,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,217,,,ppi
13315,15964,11194,ABCB8,ATP binding cassette subfamily B member 8,26,transporter activity|ATPase activity; coupled to transmembrane movement of substances,,ppi
13316,15965,23452,ANGPTL2,angiopoietin like 2,2,signaling receptor binding,,ppi
13317,15966,3087,HHEX,hematopoietically expressed homeobox,16,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription repressor activity; RNA polymerase II-specific|eukaryotic initiation factor 4E binding|DNA binding; bending|TBP-class protein binding|sequence-specific DNA binding|transcription regulatory region DNA binding|repressing transcription factor binding|DNA-binding transcription repressor activity; RNA polymerase II-specific|RNA polymerase II regulatory region sequence-specific DNA binding,diabetes mellitus|type 2 diabetes mellitus|fatty liver disease|breast cancer,ppi
13318,15969,11147,HHLA3,HERV-H LTR-associating 3,1,,,ppi
13319,15970,11112,HIBADH,3-hydroxyisobutyrate dehydrogenase,11,3-hydroxyisobutyrate dehydrogenase activity|oxidoreductase activity; acting on the CH-OH group of donors; NAD or NADP as acceptor,,ppi
13320,15971,26275,HIBCH,3-hydroxyisobutyryl-CoA hydrolase,36,3-hydroxyisobutyryl-CoA hydrolase activity,dystonia|epilepsy|focal hand dystonia|blepharospasm|early myoclonic encephalopathy|Unverricht-Lundborg syndrome|spontaneous ocular nystagmus|dissociated nystagmus|congenital nystagmus|pathologic nystagmus|arthropathy|arthritis|visual epilepsy|ophthalmoplegia|mechanical strabismus|hypertropia|tetralogy of Fallot|Klippel-Feil syndrome|spondylolisthesis,ppi
13321,15972,3090,HIC1,HIC ZBTB transcriptional repressor 1,30,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription repressor activity; RNA polymerase II-specific|DNA-binding transcription factor activity|histone deacetylase binding|sequence-specific DNA binding,heart disease|cardiovascular system disease|epilepsy|gastrointestinal system cancer|polyhydramnios|medulloblastoma|medullomyoblastoma|adult medulloblastoma|melanotic medulloblastoma|childhood medulloblastoma|visual epilepsy|cerebral degeneration|lissencephaly|Miller-Dieker lissencephaly syndrome|chromosome 17p13.1 deletion syndrome|pontocerebellar hypoplasia type 2D|pontocerebellar hypoplasia type 7|pontocerebellar hypoplasia type 8|pontocerebellar hypoplasia type 9|syndromic X-linked intellectual disability Najm type,ppi
13322,15973,27329,ANGPTL3,angiopoietin like 3,9,enzyme inhibitor activity|phospholipase inhibitor activity|growth factor activity,hypobetalipoproteinemia,ppi
13323,15974,3091,HIF1A,hypoxia inducible factor 1 alpha subunit,176,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|DNA-binding transcription factor activity|transcription factor activity; RNA polymerase II distal enhancer sequence-specific binding|protein heterodimerization activity|Hsp90 protein binding|sequence-specific DNA binding,astrocytoma|malignant glioma|grade III astrocytoma|pilocytic astrocytoma|subependymal giant cell astrocytoma|fibrillary astrocytoma|juvenile pilocytic astrocytoma|gemistocytic astrocytoma|childhood cerebral astrocytoma|protoplasmic astrocytoma|bipolar disorder|carcinoma|brain ischemia|primary sclerosing cholangitis|sclerosing cholangitis|suppurative cholangitis|ascending cholangitis|cholangitis|neurotic disorder|major depressive disorder,ppi
13324,15975,3094,HINT1,histidine triad nucleotide binding protein 1,76,protein kinase C binding|hydrolase activity,bipolar disorder|familial periodic paralysis|myopathy|schizophrenia|myotonic dystrophy type 2|Gamstorp-Wohlfart syndrome|episodic ataxia type 1|muscular atrophy|nicotine dependence,ppi
13325,15976,3092,HIP1,huntingtin interacting protein 1,37,epidermal growth factor receptor binding|structural constituent of cytoskeleton|clathrin binding|phosphatidylinositol-3-phosphate binding|phosphatidylinositol binding|glutamate receptor binding|clathrin adaptor activity|protein homodimerization activity|phosphatidylinositol-3;4-bisphosphate binding|actin filament binding|phosphatidylinositol-3;5-bisphosphate binding|phosphatidylinositol-4;5-bisphosphate binding|clathrin light chain binding,prostate cancer|prostate carcinoma,ppi
13326,15977,3093,UBE2K,ubiquitin conjugating enzyme E2 K,97,ubiquitin-protein transferase activity|ubiquitin-ubiquitin ligase activity|ubiquitin conjugating enzyme activity,,ppi
13327,15978,10114,HIPK3,homeodomain interacting protein kinase 3,40,protein kinase activity|protein serine/threonine kinase activity,,ppi
13328,15980,7290,HIRA,histone cell cycle regulator,44,DNA-binding transcription factor activity|transcription corepressor activity|nucleosome binding|DNA binding,ptosis|congenital ptosis|isolated cleft palate|cleft palate|constipation|dental caries|DiGeorge syndrome|velocardiofacial syndrome|atrial heart septal defect 1|atrial heart septal defect 2|atrial heart septal defect 3|atrial heart septal defect 4|atrial heart septal defect 5|atrial heart septal defect 6|atrial heart septal defect 7|atrial heart septal defect 8|atrial heart septal defect 9|patent foramen ovale|atrial heart septal defect|ventricular septal defect,ppi
13329,15981,8479,HIRIP3,HIRA interacting protein 3,37,,,ppi
13330,15984,286,ANK1,ankyrin 1,32,structural molecule activity|structural constituent of cytoskeleton|cytoskeletal adaptor activity|enzyme binding|spectrin binding|ion channel binding,hemolytic anemia|azoospermia|cholecystolithiasis|choledocholithiasis|cryptorchidism|intellectual disability|learning disability|spontaneous ocular nystagmus|dissociated nystagmus|congenital nystagmus|pathologic nystagmus|hereditary spherocytosis|isolated growth hormone deficiency|isolated growth hormone deficiency type II|isolated growth hormone deficiency type IA|isolated growth hormone deficiency type IB|isolated growth hormone deficiency type III|Kallmann syndrome|hypopituitarism|panhypopituitarism,ppi
13331,15985,3096,HIVEP1,human immunodeficiency virus type I enhancer binding protein 1,53,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA binding|distal enhancer DNA-binding transcription repressor activity; RNA polymerase II-specific,,ppi
13332,15986,3097,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,14,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA binding,coronary artery disease,ppi
13333,15987,3098,HK1,hexokinase 1,78,glucokinase activity|hexokinase activity|peptidoglycan binding|fructokinase activity|mannokinase activity,cholecystitis|cholecystolithiasis|choledocholithiasis|diabetes mellitus|type 2 diabetes mellitus|polyneuropathy|peripheral nervous system disease|neuropathy|schizophrenia|normocytic anemia|coronary artery disease|Charcot-Marie-Tooth disease type 4G,ppi
13334,15988,3099,HK2,hexokinase 2,62,glucokinase activity|hexokinase activity|mannokinase activity|fructokinase activity,obesity|coronary artery disease,ppi
13335,15989,3101,HK3,hexokinase 3,20,glucokinase activity|hexokinase activity|mannokinase activity|fructokinase activity,gallbladder disease|liver disease,ppi
13336,15990,10471,PFDN6,prefoldin subunit 6,47,unfolded protein binding|chaperone binding,,ppi
13337,15991,7922,SLC39A7,solute carrier family 39 member 7,23,zinc ion transmembrane transporter activity,,ppi
13338,15992,284459,HKR1,HKR1; GLI-Kruppel zinc finger family member,1,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
13339,15994,342945,ZSCAN22,zinc finger and SCAN domain containing 22,7,DNA-binding transcription factor activity; RNA polymerase II-specific,liver cancer,ppi
13340,15995,287,ANK2,ankyrin 2,42,protein binding; bridging|ion channel binding|ATPase binding,atrial fibrillation|long QT syndrome|long QT syndrome 1,ppi
13341,15996,3104,ZBTB48,zinc finger and BTB domain containing 48,90,DNA-binding transcription factor activity; RNA polymerase II-specific|double-stranded telomeric DNA binding|DNA-binding transcription factor activity|transcription regulatory region DNA binding,,ppi
13342,15997,3105,HLA-A,major histocompatibility complex; class I; A,103,,autistic disorder|vitreous disease|vitreous detachment|malignant glioma|gliosarcoma|mixed glioma|cystoid macular edema|macular retinal edema|retinal perforation|hole retinal cyst|macular holes|multiple myeloma|psoriasis|parapsoriasis|schizophrenia|paranoid schizophrenia|delusional disorder|ankylosing spondylitis|Stevens-Johnson syndrome|thrombocytopenia,ppi
13343,15998,3106,HLA-B,major histocompatibility complex; class I; B,347,,anemia|macrocytic anemia|vascular disease|arthropathy|arthritis|Behcet's disease|cardiomyopathy|hypertrophic cardiomyopathy|endomyocardial fibrosis|acrodermatitis|dermatitis|dermatomyositis|childhood type dermatomyositis|epilepsy|exanthem|malignant glioma|gliosarcoma|mixed glioma|human immunodeficiency virus infectious disease|acquired immunodeficiency syndrome,ppi
13344,15999,3107,HLA-C,major histocompatibility complex; class I; C,120,,psoriatic arthritis|malignant glioma|gliosarcoma|mixed glioma|human immunodeficiency virus infectious disease|acquired immunodeficiency syndrome|pustulosis of palm and sole|psoriasis|parapsoriasis|schizophrenia|Stevens-Johnson syndrome,ppi
13345,16001,3109,HLA-DMB,major histocompatibility complex; class II; DM beta,11,MHC class II protein complex binding,,ppi
13346,16002,3111,HLA-DOA,major histocompatibility complex; class II; DO alpha,3,MHC class II protein complex binding|MHC class II receptor activity,,ppi
13347,16003,3112,HLA-DOB,major histocompatibility complex; class II; DO beta,2,MHC class II protein complex binding|MHC class II receptor activity,,ppi
13348,16004,3113,HLA-DPA1,major histocompatibility complex; class II; DP alpha 1,94,MHC class II receptor activity|peptide antigen binding,,ppi
13349,16009,288,ANK3,ankyrin 3,42,structural constituent of cytoskeleton|cytoskeletal protein binding|spectrin binding|protein binding; bridging|ion channel binding|cadherin binding,bipolar disorder|intellectual disability|learning disability|progeria|Werner syndrome|schizophreniform disorder|schizoaffective disorder|schizophrenia|status epilepticus|mood disorder|autosomal recessive non-syndromic intellectual disability,ppi
13350,16010,3115,HLA-DPB1,major histocompatibility complex; class II; DP beta 1,37,peptide antigen binding,hereditary angioedema|angioedema|rheumatoid arthritis|asthma|intrinsic asthma|allergic asthma|hypersensitivity reaction type II disease|autoimmune lymphoproliferative syndrome|berylliosis|celiac disease|brain ischemia|cervical cancer|endometriosis of uterus|endometriosis|exanthem|chronic obstructive pulmonary disease|multiple sclerosis|myasthenia gravis|lower respiratory tract disease|paranasal sinus disease,ppi
13351,16012,3117,HLA-DQA1,major histocompatibility complex; class II; DQ alpha 1,30,MHC class II receptor activity|peptide antigen binding,asthma|intrinsic asthma|allergic asthma|celiac disease|acrodermatitis|dermatitis|diabetic ketoacidosis|type 1 diabetes mellitus 2|type 1 diabetes mellitus 3|type 1 diabetes mellitus 4|type 1 diabetes mellitus 5|type 1 diabetes mellitus 6|type 1 diabetes mellitus 7|type 1 diabetes mellitus 8|obsolete obsolete type 1 diabetes mellitus 9|type 1 diabetes mellitus 10|type 1 diabetes mellitus 11|type 1 diabetes mellitus 12|type 1 diabetes mellitus 13|type 1 diabetes mellitus 15,ppi
13352,16017,3120,HLA-DQB2,major histocompatibility complex; class II; DQ beta 2,8,MHC class II receptor activity,,ppi
13353,16018,3122,HLA-DRA,major histocompatibility complex; class II; DR alpha,45,MHC class II protein complex binding|MHC class II receptor activity|peptide antigen binding,alcohol dependence|alcohol abuse|alopecia|multiple sclerosis|Parkinson's disease,ppi
13354,16019,3123,HLA-DRB1,major histocompatibility complex; class II; DR beta 1,41,MHC class II protein complex binding|peptide antigen binding,hereditary angioedema|angioedema|arthropathy|arthritis|rheumatoid arthritis|asthma|intrinsic asthma|allergic asthma|autistic disorder|hypersensitivity reaction type II disease|autoimmune lymphoproliferative syndrome|berylliosis|bipolar disorder|narcolepsy|inflammatory bowel disease|ulcerative colitis|pseudosarcomatous fibromatosis|Crohn's colitis|Crohn's disease|dental caries,ppi
13355,16020,26287,ANKRD2,ankyrin repeat domain 2,8,structural constituent of muscle|RNA polymerase II sequence-specific DNA-binding transcription factor binding|titin binding,,ppi
13356,16024,3125,HLA-DRB3,major histocompatibility complex; class II; DR beta 3,15,MHC class II receptor activity|peptide antigen binding,,ppi
13357,16025,3126,HLA-DRB4,major histocompatibility complex; class II; DR beta 4,11,,bipolar disorder|allergic hypersensitivity disease|schizophrenia|paranoid schizophrenia|delusional disorder,ppi
13358,16026,3127,HLA-DRB5,major histocompatibility complex; class II; DR beta 5,16,peptide antigen binding,allergic hypersensitivity disease,ppi
13359,16029,54101,RIPK4,receptor interacting serine/threonine kinase 4,294,,cleft lip|isolated cleft palate|cleft palate|recurrent corneal erosion|placental insufficiency|intellectual disability|learning disability|syndactyly|sex differentiation disease|hermaphroditism|pseudohermaphroditism|blepharophimosis|clubfoot|popliteal pterygium syndrome,ppi
13360,16033,3133,HLA-E,major histocompatibility complex; class I; E,57,beta-2-microglobulin binding|MHC class I protein binding|peptide antigen binding|T cell receptor binding|signaling receptor binding,bipolar disorder|psoriasis|parapsoriasis|schizophreniform disorder|schizoaffective disorder|schizophrenia,ppi
13361,16034,3134,HLA-F,major histocompatibility complex; class I; F,18,peptide antigen binding|signaling receptor binding,,ppi
13362,16035,3135,HLA-G,major histocompatibility complex; class I; G,19,protein homodimerization activity|signaling receptor binding|peptide antigen binding,asthma|intrinsic asthma|allergic asthma|bipolar disorder,ppi
13363,16036,8989,TRPA1,transient receptor potential cation channel subfamily A member 1,2,calcium channel activity|channel activity|calcium-release channel activity|temperature-gated cation channel activity,asthma|intrinsic asthma|allergic asthma|low compliance bladder,ppi
13364,16037,3140,MR1,major histocompatibility complex; class I-related,15,MHC class I receptor activity,,ppi
13365,16038,3141,HLCS,holocarboxylase synthetase,11,biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity|biotin binding|biotin-protein ligase activity,alopecia|epilepsy|exanthem|keratitis|keratoconjunctivitis|visual epilepsy|thrombocytopenia|lactic acidosis|urea cycle disorder|holocarboxylase synthetase deficiency,ppi
13366,16039,3131,HLF,HLF; PAR bZIP transcription factor,13,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription activator activity; RNA polymerase II-specific|DNA binding|double-stranded DNA binding|sequence-specific DNA binding|RNA polymerase II regulatory region sequence-specific DNA binding|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific,neurotic disorder|endogenous depression|melancholia|major depressive disorder|mental depression|acute lymphocytic leukemia,ppi
13367,16040,3142,HLX,H2.0 like homeobox,19,DNA-binding transcription factor activity; RNA polymerase II-specific|sequence-specific DNA binding,,ppi
13368,16041,3110,MNX1,motor neuron and pancreas homeobox 1,1,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription factor activity,imperforate anus|Cauda equina syndrome|neurogenic bladder|vesicoureteral reflux|anal fistula|urinary tract obstruction,ppi
13369,16042,3145,HMBS,hydroxymethylbilane synthase,12,hydroxymethylbilane synthase activity,generalized anxiety disorder|anxiety disorder|sick sinus syndrome|constipation|neurotic disorder|major depressive disorder|mental depression|endogenous depression|melancholia|dysthymic disorder|epilepsy|hypertension|essential hypertension|hypertensive encephalopathy|intestinal pseudo-obstruction|paralytic ileus|diaphragm disease|visual epilepsy|acute intermittent porphyria|fibromyalgia,ppi
13370,16043,3146,HMGB1,high mobility group box 1,127,four-way junction DNA binding|bubble DNA binding|lipopolysaccharide binding|phosphatidylserine binding|damaged DNA binding|double-stranded DNA binding|single-stranded DNA binding|DNA-binding transcription factor activity|RNA binding|cytokine activity|integrin binding|DNA binding; bending|lyase activity|C-X-C chemokine binding|chemoattractant activity|RAGE receptor binding|DNA polymerase binding|supercoiled DNA binding,alcohol dependence|alcohol abuse|coronary thrombosis|myocardial infarction|silent myocardial infarction|acute myocardial infarction|postinflammatory pulmonary fibrosis|idiopathic interstitial pneumonia|pulmonary fibrosis|coronary artery disease|esophagus squamous cell carcinoma,ppi
13371,16044,3150,HMGN1,high mobility group nucleosome binding domain 1,31,DNA binding,,ppi
13372,16046,3151,HMGN2,high mobility group nucleosomal binding domain 2,29,RNA binding,,ppi
13373,16047,10473,HMGN4,high mobility group nucleosomal binding domain 4,7,,,ppi
13374,16048,1,A1BG,alpha-1-B glycoprotein,22,,,ppi
13375,16049,23457,ABCB9,ATP binding cassette subfamily B member 9,7,ATP binding|oligopeptide-transporting ATPase activity|peptide-transporting ATPase activity|transmembrane transporter activity|protein homodimerization activity|ATPase activity; coupled to transmembrane movement of substances,,ppi
13376,16050,290,ANPEP,alanyl aminopeptidase; membrane,2,aminopeptidase activity|metallopeptidase activity|signaling receptor activity|zinc ion binding|peptide binding|metalloaminopeptidase activity,urinary bladder cancer|neurotic disorder|endogenous depression|melancholia|major depressive disorder|mental depression,ppi
13377,16051,3148,HMGB2,high mobility group box 2,55,four-way junction DNA binding|enhancer sequence-specific DNA binding|DNA binding|damaged DNA binding|double-stranded DNA binding|single-stranded DNA binding|DNA-binding transcription factor activity|RNA binding|transcription factor binding|drug binding|DNA binding; bending|chemoattractant activity|transcription regulatory region DNA binding|non-sequence-specific DNA binding; bending|RAGE receptor binding|supercoiled DNA binding,obesity|lung cancer|lung adenocarcinoma|liver cancer|hepatocellular carcinoma,ppi
13378,16052,10363,HMG20A,high mobility group 20A,65,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA binding|DNA-binding transcription factor activity,diabetes mellitus|type 2 diabetes mellitus,ppi
13379,16053,10362,HMG20B,high mobility group 20B,33,DNA-binding transcription factor activity; RNA polymerase II-specific|histone deacetylase activity,,ppi
13380,16054,10042,HMGXB4,HMG-box containing 4,29,,bipolar disorder,ppi
13381,16055,3149,HMGB3,high mobility group box 3,26,four-way junction DNA binding|double-stranded DNA binding|RNA binding|DNA binding; bending,ptosis|congenital ptosis|coloboma|monocular esotropia|esotropia|intellectual disability|learning disability|microphthalmia|cornea plana|Peters anomaly|spontaneous ocular nystagmus|dissociated nystagmus|pathologic nystagmus,ppi
13382,16056,3155,HMGCL,3-hydroxymethyl-3-methylglutaryl-CoA lyase,24,magnesium ion binding|hydroxymethylglutaryl-CoA lyase activity|manganese ion binding|protein homodimerization activity|metal ion binding,hypoglycemia|lactic acidosis|urea cycle disorder|hyperlysinemia,ppi
13383,16057,3156,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,35,hydroxymethylglutaryl-CoA reductase activity|coenzyme binding|NADPH binding|hydroxymethylglutaryl-CoA reductase (NADPH) activity,hypersensitivity reaction type II disease|autoimmune lymphoproliferative syndrome|chronic kidney disease|familial periodic paralysis|myopathy|trypanosomiasis|Q fever|typhus|liver cancer|hepatocellular carcinoma,ppi
13384,16058,3157,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1,33,hydroxymethylglutaryl-CoA synthase activity|protein homodimerization activity,,ppi
13385,16059,3158,HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2,6,hydroxymethylglutaryl-CoA synthase activity,colon cancer|colonic benign neoplasm|epilepsy|hypoglycemia|visual epilepsy|coronary artery disease,ppi
13386,16060,8091,HMGA2,high mobility group AT-hook 2,31,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription repressor activity; RNA polymerase II-specific|DNA binding|AT DNA binding|transcription coregulator activity|DNA-(apurinic or apyrimidinic site) endonuclease activity|DNA-dependent protein kinase activity|DNA binding; bending|nucleosomal DNA binding|cAMP response element binding|MH2 domain binding|MH1 domain binding|transcription regulatory region DNA binding|5'-deoxyribose-5-phosphate lyase activity|C2H2 zinc finger domain binding,placental insufficiency|osteopoikilosis|leiomyoma|uterine fibroid|myofibroma|liposarcoma|pleomorphic liposarcoma|atypical lipomatous tumor|sclerosing liposarcoma|inflammatory liposarcoma|pleomorphic adenoma|pleomorphic lipoma|lipoma,ppi
13387,16061,3159,HMGA1,high mobility group AT-hook 1,98,DNA-binding transcription factor activity; RNA polymerase II-specific|enhancer sequence-specific DNA binding|distal enhancer DNA-binding transcription activator activity; RNA polymerase II-specific|DNA binding|AT DNA binding|chromatin binding|transcription factor binding|nuclear receptor transcription coactivator activity|retinoic acid receptor binding|peroxisome proliferator activated receptor binding|retinoid X receptor binding|DNA-(apurinic or apyrimidinic site) endonuclease activity,diabetes mellitus|type 2 diabetes mellitus|hyperglycemia|leiomyosarcoma|epithelioid leiomyosarcoma|myxoid leiomyosarcoma|schizophrenia|uterine cancer|metabolic syndrome X,ppi
13388,16062,3161,HMMR,hyaluronan mediated motility receptor,46,,chronic myeloid leukemia|polycystic ovary syndrome|breast cancer,ppi
13389,16063,3162,HMOX1,heme oxygenase 1,33,heme oxygenase (decyclizing) activity|enzyme binding|heme binding|protein homodimerization activity,Alzheimer's disease 2|Alzheimer's disease 5|Alzheimer's disease 6|Alzheimer's disease 7|Alzheimer's disease 8|Alzheimer's disease 10|Alzheimer's disease 11|Alzheimer's disease 12|Alzheimer's disease 13|Alzheimer's disease 14|Alzheimer's disease 15|Alzheimer's disease|Pick's disease|cerebral degeneration|Reye syndrome|hemolytic anemia|asthma|intrinsic asthma|allergic asthma|blood coagulation disease,ppi
13390,16064,3163,HMOX2,heme oxygenase 2,63,heme oxygenase (decyclizing) activity|heme binding,,ppi
13391,16066,3167,HMX2,H6 family homeobox 2,2,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
13392,16067,340784,HMX3,H6 family homeobox 3,2,DNA-binding transcription factor activity; RNA polymerase II-specific,,ppi
13393,16068,3169,FOXA1,forkhead box A1,47,DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|DNA binding|DNA-binding transcription factor activity|transcription regulatory region DNA binding,fatty liver disease|prostate cancer|prostate carcinoma|breast cancer,ppi
13394,16069,3170,FOXA2,forkhead box A2,21,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|DNA binding|DNA-binding transcription factor activity|transcription regulatory region DNA binding,hiatus hernia|congenital diaphragmatic hernia|lung disease,ppi
13395,16070,3171,FOXA3,forkhead box A3,51,DNA-binding transcription factor activity; RNA polymerase II-specific|DNA-binding transcription factor activity|transcription regulatory region DNA binding,prostate cancer|prostate carcinoma,ppi
13396,16071,3172,HNF4A,hepatocyte nuclear factor 4 alpha,89,DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|RNA polymerase II activating transcription factor binding|DNA binding|DNA-binding transcription factor activity|signaling receptor binding|fatty acid binding|protein homodimerization activity|transcription regulatory region DNA binding,inflammatory bowel disease|ulcerative colitis|diabetic ketoacidosis|diabetes mellitus|type 2 diabetes mellitus|epilepsy|hypoglycemia|intellectual disability|learning disability|calcium metabolism disease|nephrocalcinosis|calcinosis|hypercalcemia|phosphorus metabolism disease|proteinuria|osteomalacia|rickets|visual epilepsy|liver disease|Fanconi syndrome,ppi
13397,16072,3174,HNF4G,hepatocyte nuclear factor 4 gamma,16,RNA polymerase II proximal promoter sequence-specific DNA binding|DNA-binding transcription factor activity; RNA polymerase II-specific|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|DNA-binding transcription factor activity,,ppi
13398,16073,3176,HNMT,histamine N-methyltransferase,6,histamine N-methyltransferase activity,alcohol dependence|alcohol abuse|asthma|intrinsic asthma|allergic asthma|rhinitis|angioedema,ppi
13399,16075,10949,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,111,RNA binding|AU-rich element binding|mRNA binding,,ppi
13400,16076,3178,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1,557,single-stranded DNA binding|RNA binding|single-stranded RNA binding|miRNA binding|pre-mRNA binding|telomeric repeat-containing RNA binding|G-rich strand telomeric DNA binding|mRNA binding,progressive muscular atrophy|amyotrophic lateral sclerosis|generalized anxiety disorder|anxiety disorder|neurotic disorder|major depressive disorder|mental depression|endogenous depression|melancholia|dysthymic disorder|familial periodic paralysis|myopathy|Duchenne muscular dystrophy|muscular dystrophy|autosomal dominant limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy type 2A|autosomal recessive limb-girdle muscular dystrophy type 2B|autosomal recessive limb-girdle muscular dystrophy type 2C|autosomal recessive limb-girdle muscular dystrophy type 2D,ppi
13401,16079,3181,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,228,RNA binding|mRNA 3'-UTR binding|miRNA binding|single-stranded telomeric DNA binding|G-rich strand telomeric DNA binding|N6-methyladenosine-containing RNA binding|mRNA binding,adult T-cell leukemia|acute T cell leukemia|familial periodic paralysis|myopathy|Duchenne muscular dystrophy|muscular dystrophy|autosomal dominant limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy type 2A|autosomal recessive limb-girdle muscular dystrophy type 2B|autosomal recessive limb-girdle muscular dystrophy type 2C|autosomal recessive limb-girdle muscular dystrophy type 2D|autosomal recessive limb-girdle muscular dystrophy type 2E|autosomal recessive limb-girdle muscular dystrophy type 2F|autosomal recessive limb-girdle muscular dystrophy type 2G|autosomal recessive limb-girdle muscular dystrophy type 2H|autosomal recessive limb-girdle muscular dystrophy type 2J|autosomal recessive limb-girdle muscular dystrophy type 2L|autosomal recessive limb-girdle muscular dystrophy type 2Q|autosomal recessive limb-girdle muscular dystrophy type 2R,ppi
13402,16080,3182,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B,114,RNA binding|mRNA binding|DNA-binding transcription factor activity|sequence-specific DNA binding|sequence-specific double-stranded DNA binding,,ppi
13403,16081,3183,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2),205,RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II distal enhancer sequence-specific DNA binding|RNA binding|mRNA 3'-UTR binding|poly(U) RNA binding|nucleosomal DNA binding|N6-methyladenosine-containing RNA binding,,ppi
13404,16082,3184,HNRNPD,heterogeneous nuclear ribonucleoprotein D,300,RNA binding|telomeric DNA binding|mRNA binding|sequence-specific double-stranded DNA binding|mRNA 3'-UTR AU-rich region binding|sequence-specific DNA binding|AT DNA binding,,ppi
13405,16083,9987,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like,129,RNA binding|poly(G) binding|sequence-specific double-stranded DNA binding|poly(A) binding|sequence-specific DNA binding,familial periodic paralysis|myopathy|cataract|muscular dystrophy|autosomal dominant limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy|autosomal recessive limb-girdle muscular dystrophy type 2A|autosomal recessive limb-girdle muscular dystrophy type 2B|autosomal recessive limb-girdle muscular dystrophy type 2C|autosomal recessive limb-girdle muscular dystrophy type 2D|autosomal recessive limb-girdle muscular dystrophy type 2E|autosomal recessive limb-girdle muscular dystrophy type 2F|autosomal recessive limb-girdle muscular dystrophy type 2G|autosomal recessive limb-girdle muscular dystrophy type 2H|autosomal recessive limb-girdle muscular dystrophy type 2J|autosomal recessive limb-girdle muscular dystrophy type 2L|autosomal recessive limb-girdle muscular dystrophy type 2Q|autosomal recessive limb-girdle muscular dystrophy type 2R|autosomal recessive limb-girdle muscular dystrophy type 2S|autosomal recessive limb-girdle muscular dystrophy type 2Y,ppi
13406,16084,3185,HNRNPF,heterogeneous nuclear ribonucleoprotein F,210,RNA binding|single-stranded RNA binding,,ppi
13407,16085,3187,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1 (H),219,RNA binding|poly(U) RNA binding,prostate cancer|prostate carcinoma,ppi
13408,16086,3188,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2 (H'),126,RNA binding,,ppi
13409,16087,3189,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,121,RNA binding,,ppi
13410,16088,3190,HNRNPK,heterogeneous nuclear ribonucleoprotein K,303,RNA polymerase II proximal promoter sequence-specific DNA binding|proximal promoter DNA-binding transcription activator activity; RNA polymerase II-specific|single-stranded DNA binding|RNA binding|cadherin binding,ptosis|congenital ptosis|constipation|craniosynostosis|cryptorchidism|intellectual disability|learning disability|polydactyly|breast cancer,ppi
